(city(Tlaxiaco)) --> (gender(f)), {C=0.004377006127808579}
(gender(m)) --> (buy(225)), {C=0.0025289368738449568}
(buy(226)) --> (gender(m)), {C=0.0022371364653243847}
(gender(m)) --> (buy(226)), {C=0.0022371364653243847}
(buy(227)) --> (gender(m)), {C=0.002723470479525338}
(gender(m)) --> (buy(227)), {C=0.002723470479525338}
(buy(228)) --> (gender(m)), {C=0.003112537690886101}
(gender(m)) --> (buy(228)), {C=0.003112537690886101}
(buy(229)) --> (gender(m)), {C=0.0023344032681645753}
(gender(m)) --> (buy(229)), {C=0.0023344032681645753}
(buy(231)) --> (gender(m)), {C=0.003307071296566482}
(gender(m)) --> (buy(231)), {C=0.003307071296566482}
(buy(232)) --> (gender(m)), {C=0.0026262036766851473}
(gender(m)) --> (buy(232)), {C=0.0026262036766851473}
(buy(233)) --> (gender(m)), {C=0.0029180040852057193}
(gender(m)) --> (buy(233)), {C=0.0029180040852057193}
(buy(234)) --> (gender(m)), {C=0.0026262036766851473}
(gender(m)) --> (buy(234)), {C=0.0026262036766851473}
(buy(235)) --> (gender(m)), {C=0.0024316700710047662}
(gender(m)) --> (buy(235)), {C=0.0024316700710047662}
(buy(236)) --> (gender(m)), {C=0.0020426028596440037}
(gender(m)) --> (buy(236)), {C=0.0020426028596440037}
(buy(238)) --> (gender(m)), {C=0.003112537690886101}
(gender(m)) --> (buy(238)), {C=0.003112537690886101}
(buy(239)) --> (gender(m)), {C=0.002139869662484194}
(gender(m)) --> (buy(239)), {C=0.002139869662484194}
(buy(241)) --> (gender(m)), {C=0.001945336056803813}
(gender(m)) --> (buy(241)), {C=0.001945336056803813}
(buy(242)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(242)), {C=0.0025289368738449568}
(buy(243)) --> (gender(m)), {C=0.00301527088804591}
(gender(m)) --> (buy(243)), {C=0.00301527088804591}
(buy(244)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(244)), {C=0.0025289368738449568}
(buy(245)) --> (gender(m)), {C=0.0026262036766851473}
(gender(m)) --> (buy(245)), {C=0.0026262036766851473}
(buy(248)) --> (gender(m)), {C=0.0029180040852057193}
(gender(m)) --> (buy(248)), {C=0.0029180040852057193}
(buy(249)) --> (gender(m)), {C=0.0028207372823655288}
(gender(m)) --> (buy(249)), {C=0.0028207372823655288}
(buy(250)) --> (gender(m)), {C=0.002723470479525338}
(gender(m)) --> (buy(250)), {C=0.002723470479525338}
(buy(251)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(251)), {C=0.0025289368738449568}
(buy(252)) --> (gender(m)), {C=0.0026262036766851473}
(gender(m)) --> (buy(252)), {C=0.0026262036766851473}
(buy(253)) --> (gender(m)), {C=0.002723470479525338}
(gender(m)) --> (buy(253)), {C=0.002723470479525338}
(buy(254)) --> (gender(m)), {C=0.00301527088804591}
(gender(m)) --> (buy(254)), {C=0.00301527088804591}
(buy(255)) --> (gender(m)), {C=0.003307071296566482}
(gender(m)) --> (buy(255)), {C=0.003307071296566482}
(buy(256)) --> (gender(m)), {C=0.0023344032681645753}
(gender(m)) --> (buy(256)), {C=0.0023344032681645753}
(buy(257)) --> (gender(m)), {C=0.002139869662484194}
(gender(m)) --> (buy(257)), {C=0.002139869662484194}
(buy(258)) --> (gender(m)), {C=0.0032098044937262913}
(gender(m)) --> (buy(258)), {C=0.0032098044937262913}
(buy(259)) --> (gender(m)), {C=0.0029180040852057193}
(gender(m)) --> (buy(259)), {C=0.0029180040852057193}
(buy(260)) --> (gender(m)), {C=0.0024316700710047662}
(gender(m)) --> (buy(260)), {C=0.0024316700710047662}
(buy(261)) --> (gender(m)), {C=0.0029180040852057193}
(gender(m)) --> (buy(261)), {C=0.0029180040852057193}
(buy(262)) --> (gender(m)), {C=0.00301527088804591}
(gender(m)) --> (buy(262)), {C=0.00301527088804591}
(buy(263)) --> (gender(m)), {C=0.0022371364653243847}
(gender(m)) --> (buy(263)), {C=0.0022371364653243847}
(buy(264)) --> (gender(m)), {C=0.0029180040852057193}
(gender(m)) --> (buy(264)), {C=0.0029180040852057193}
(buy(265)) --> (gender(m)), {C=0.003112537690886101}
(gender(m)) --> (buy(265)), {C=0.003112537690886101}
(buy(266)) --> (gender(m)), {C=0.0023344032681645753}
(gender(m)) --> (buy(266)), {C=0.0023344032681645753}
(buy(268)) --> (gender(m)), {C=0.001945336056803813}
(gender(m)) --> (buy(268)), {C=0.001945336056803813}
(buy(269)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(269)), {C=0.0025289368738449568}
(buy(270)) --> (gender(m)), {C=0.0022371364653243847}
(gender(m)) --> (buy(270)), {C=0.0022371364653243847}
(buy(271)) --> (gender(m)), {C=0.003307071296566482}
(gender(m)) --> (buy(271)), {C=0.003307071296566482}
(buy(272)) --> (gender(m)), {C=0.002139869662484194}
(gender(m)) --> (buy(272)), {C=0.002139869662484194}
(buy(274)) --> (gender(m)), {C=0.0032098044937262913}
(gender(m)) --> (buy(274)), {C=0.0032098044937262913}
(buy(275)) --> (gender(m)), {C=0.0026262036766851473}
(gender(m)) --> (buy(275)), {C=0.0026262036766851473}
(buy(277)) --> (gender(m)), {C=0.0020426028596440037}
(gender(m)) --> (buy(277)), {C=0.0020426028596440037}
(buy(278)) --> (gender(m)), {C=0.0028207372823655288}
(gender(m)) --> (buy(278)), {C=0.0028207372823655288}
(buy(279)) --> (gender(m)), {C=0.0032098044937262913}
(gender(m)) --> (buy(279)), {C=0.0032098044937262913}
(buy(281)) --> (gender(m)), {C=0.0022371364653243847}
(gender(m)) --> (buy(281)), {C=0.0022371364653243847}
(buy(283)) --> (gender(m)), {C=0.0034043380994066724}
(gender(m)) --> (buy(283)), {C=0.0034043380994066724}
(buy(285)) --> (gender(m)), {C=0.0023344032681645753}
(gender(m)) --> (buy(285)), {C=0.0023344032681645753}
(buy(286)) --> (gender(m)), {C=0.002139869662484194}
(gender(m)) --> (buy(286)), {C=0.002139869662484194}
(buy(287)) --> (gender(m)), {C=0.002723470479525338}
(gender(m)) --> (buy(287)), {C=0.002723470479525338}
(buy(288)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(288)), {C=0.0025289368738449568}
(buy(289)) --> (gender(m)), {C=0.00301527088804591}
(gender(m)) --> (buy(289)), {C=0.00301527088804591}
(buy(290)) --> (gender(m)), {C=0.0023344032681645753}
(gender(m)) --> (buy(290)), {C=0.0023344032681645753}
(buy(291)) --> (gender(m)), {C=0.002139869662484194}
(gender(m)) --> (buy(291)), {C=0.002139869662484194}
(buy(292)) --> (gender(m)), {C=0.0034043380994066724}
(gender(m)) --> (buy(292)), {C=0.0034043380994066724}
(buy(293)) --> (gender(m)), {C=0.003112537690886101}
(gender(m)) --> (buy(293)), {C=0.003112537690886101}
(buy(295)) --> (gender(m)), {C=0.0026262036766851473}
(gender(m)) --> (buy(295)), {C=0.0026262036766851473}
(buy(296)) --> (gender(m)), {C=0.002723470479525338}
(gender(m)) --> (buy(296)), {C=0.002723470479525338}
(buy(297)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(297)), {C=0.0025289368738449568}
(buy(298)) --> (gender(m)), {C=0.0023344032681645753}
(gender(m)) --> (buy(298)), {C=0.0023344032681645753}
(buy(299)) --> (gender(m)), {C=0.0023344032681645753}
(gender(m)) --> (buy(299)), {C=0.0023344032681645753}
(buy(300)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(300)), {C=0.0025289368738449568}
(buy(301)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(301)), {C=0.0025289368738449568}
(buy(302)) --> (gender(m)), {C=0.00301527088804591}
(gender(m)) --> (buy(302)), {C=0.00301527088804591}
(buy(303)) --> (gender(m)), {C=0.001945336056803813}
(gender(m)) --> (buy(303)), {C=0.001945336056803813}
(buy(304)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(304)), {C=0.0025289368738449568}
(buy(305)) --> (gender(m)), {C=0.0020426028596440037}
(gender(m)) --> (buy(305)), {C=0.0020426028596440037}
(buy(306)) --> (gender(m)), {C=0.0032098044937262913}
(gender(m)) --> (buy(306)), {C=0.0032098044937262913}
(buy(307)) --> (gender(m)), {C=0.003112537690886101}
(gender(m)) --> (buy(307)), {C=0.003112537690886101}
(buy(308)) --> (gender(m)), {C=0.00301527088804591}
(gender(m)) --> (buy(308)), {C=0.00301527088804591}
(buy(309)) --> (gender(m)), {C=0.002723470479525338}
(gender(m)) --> (buy(309)), {C=0.002723470479525338}
(buy(310)) --> (gender(m)), {C=0.002723470479525338}
(gender(m)) --> (buy(310)), {C=0.002723470479525338}
(buy(311)) --> (gender(m)), {C=0.00301527088804591}
(gender(m)) --> (buy(311)), {C=0.00301527088804591}
(buy(312)) --> (gender(m)), {C=0.0035016049022468633}
(gender(m)) --> (buy(312)), {C=0.0035016049022468633}
(buy(313)) --> (gender(m)), {C=0.0028207372823655288}
(gender(m)) --> (buy(313)), {C=0.0028207372823655288}
(buy(314)) --> (gender(m)), {C=0.002139869662484194}
(gender(m)) --> (buy(314)), {C=0.002139869662484194}
(buy(315)) --> (gender(m)), {C=0.002723470479525338}
(gender(m)) --> (buy(315)), {C=0.002723470479525338}
(buy(316)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(316)), {C=0.0025289368738449568}
(buy(317)) --> (gender(m)), {C=0.0022371364653243847}
(gender(m)) --> (buy(317)), {C=0.0022371364653243847}
(buy(318)) --> (gender(m)), {C=0.00301527088804591}
(gender(m)) --> (buy(318)), {C=0.00301527088804591}
(buy(320)) --> (gender(m)), {C=0.0023344032681645753}
(gender(m)) --> (buy(320)), {C=0.0023344032681645753}
(buy(321)) --> (gender(m)), {C=0.0024316700710047662}
(gender(m)) --> (buy(321)), {C=0.0024316700710047662}
(buy(322)) --> (gender(m)), {C=0.00301527088804591}
(gender(m)) --> (buy(322)), {C=0.00301527088804591}
(buy(323)) --> (gender(m)), {C=0.0020426028596440037}
(gender(m)) --> (buy(323)), {C=0.0020426028596440037}
(buy(327)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(327)), {C=0.0025289368738449568}
(buy(328)) --> (gender(m)), {C=0.003307071296566482}
(gender(m)) --> (buy(328)), {C=0.003307071296566482}
(buy(329)) --> (gender(m)), {C=0.003112537690886101}
(gender(m)) --> (buy(329)), {C=0.003112537690886101}
(buy(330)) --> (gender(m)), {C=0.002723470479525338}
(gender(m)) --> (buy(330)), {C=0.002723470479525338}
(buy(331)) --> (gender(m)), {C=0.0024316700710047662}
(gender(m)) --> (buy(331)), {C=0.0024316700710047662}
(buy(332)) --> (gender(m)), {C=0.0024316700710047662}
(gender(m)) --> (buy(332)), {C=0.0024316700710047662}
(buy(333)) --> (gender(m)), {C=0.0028207372823655288}
(gender(m)) --> (buy(333)), {C=0.0028207372823655288}
(buy(334)) --> (gender(m)), {C=0.003793405310767435}
(gender(m)) --> (buy(334)), {C=0.003793405310767435}
(buy(335)) --> (gender(m)), {C=0.002723470479525338}
(gender(m)) --> (buy(335)), {C=0.002723470479525338}
(buy(336)) --> (gender(m)), {C=0.0032098044937262913}
(gender(m)) --> (buy(336)), {C=0.0032098044937262913}
(buy(337)) --> (gender(m)), {C=0.003307071296566482}
(gender(m)) --> (buy(337)), {C=0.003307071296566482}
(buy(338)) --> (gender(m)), {C=0.0023344032681645753}
(gender(m)) --> (buy(338)), {C=0.0023344032681645753}
(buy(339)) --> (gender(m)), {C=0.0029180040852057193}
(gender(m)) --> (buy(339)), {C=0.0029180040852057193}
(buy(340)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(340)), {C=0.0025289368738449568}
(buy(341)) --> (gender(m)), {C=0.0029180040852057193}
(gender(m)) --> (buy(341)), {C=0.0029180040852057193}
(buy(342)) --> (gender(m)), {C=0.002723470479525338}
(gender(m)) --> (buy(342)), {C=0.002723470479525338}
(buy(343)) --> (gender(m)), {C=0.00301527088804591}
(gender(m)) --> (buy(343)), {C=0.00301527088804591}
(buy(344)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(344)), {C=0.0025289368738449568}
(buy(345)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(345)), {C=0.0025289368738449568}
(buy(346)) --> (gender(m)), {C=0.0024316700710047662}
(gender(m)) --> (buy(346)), {C=0.0024316700710047662}
(buy(347)) --> (gender(m)), {C=0.002723470479525338}
(gender(m)) --> (buy(347)), {C=0.002723470479525338}
(buy(348)) --> (gender(m)), {C=0.00301527088804591}
(gender(m)) --> (buy(348)), {C=0.00301527088804591}
(buy(349)) --> (gender(m)), {C=0.0029180040852057193}
(gender(m)) --> (buy(349)), {C=0.0029180040852057193}
(buy(351)) --> (gender(m)), {C=0.003793405310767435}
(gender(m)) --> (buy(351)), {C=0.003793405310767435}
(buy(353)) --> (gender(m)), {C=0.003112537690886101}
(gender(m)) --> (buy(353)), {C=0.003112537690886101}
(buy(354)) --> (gender(m)), {C=0.0024316700710047662}
(gender(m)) --> (buy(354)), {C=0.0024316700710047662}
(buy(355)) --> (gender(m)), {C=0.0023344032681645753}
(gender(m)) --> (buy(355)), {C=0.0023344032681645753}
(buy(356)) --> (gender(m)), {C=0.0023344032681645753}
(gender(m)) --> (buy(356)), {C=0.0023344032681645753}
(buy(357)) --> (gender(m)), {C=0.0034043380994066724}
(gender(m)) --> (buy(357)), {C=0.0034043380994066724}
(buy(358)) --> (gender(m)), {C=0.0023344032681645753}
(gender(m)) --> (buy(358)), {C=0.0023344032681645753}
(buy(359)) --> (gender(m)), {C=0.0023344032681645753}
(gender(m)) --> (buy(359)), {C=0.0023344032681645753}
(buy(360)) --> (gender(m)), {C=0.0028207372823655288}
(gender(m)) --> (buy(360)), {C=0.0028207372823655288}
(buy(361)) --> (gender(m)), {C=0.0035016049022468633}
(gender(m)) --> (buy(361)), {C=0.0035016049022468633}
(buy(362)) --> (gender(m)), {C=0.003307071296566482}
(gender(m)) --> (buy(362)), {C=0.003307071296566482}
(buy(363)) --> (gender(m)), {C=0.0026262036766851473}
(gender(m)) --> (buy(363)), {C=0.0026262036766851473}
(buy(364)) --> (gender(m)), {C=0.002139869662484194}
(gender(m)) --> (buy(364)), {C=0.002139869662484194}
(buy(365)) --> (gender(m)), {C=0.002723470479525338}
(gender(m)) --> (buy(365)), {C=0.002723470479525338}
(buy(366)) --> (gender(m)), {C=0.0028207372823655288}
(gender(m)) --> (buy(366)), {C=0.0028207372823655288}
(buy(367)) --> (gender(m)), {C=0.0022371364653243847}
(gender(m)) --> (buy(367)), {C=0.0022371364653243847}
(buy(368)) --> (gender(m)), {C=0.0024316700710047662}
(gender(m)) --> (buy(368)), {C=0.0024316700710047662}
(buy(369)) --> (gender(m)), {C=0.0032098044937262913}
(gender(m)) --> (buy(369)), {C=0.0032098044937262913}
(buy(370)) --> (gender(m)), {C=0.004085205719288007}
(gender(m)) --> (buy(370)), {C=0.004085205719288007}
(buy(371)) --> (gender(m)), {C=0.003987938916447816}
(gender(m)) --> (buy(371)), {C=0.003987938916447816}
(buy(372)) --> (gender(m)), {C=0.0029180040852057193}
(gender(m)) --> (buy(372)), {C=0.0029180040852057193}
(buy(373)) --> (gender(m)), {C=0.0026262036766851473}
(gender(m)) --> (buy(373)), {C=0.0026262036766851473}
(buy(374)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(374)), {C=0.0025289368738449568}
(buy(375)) --> (gender(m)), {C=0.0029180040852057193}
(gender(m)) --> (buy(375)), {C=0.0029180040852057193}
(buy(376)) --> (gender(m)), {C=0.0024316700710047662}
(gender(m)) --> (buy(376)), {C=0.0024316700710047662}
(buy(377)) --> (gender(m)), {C=0.0023344032681645753}
(gender(m)) --> (buy(377)), {C=0.0023344032681645753}
(buy(378)) --> (gender(m)), {C=0.003307071296566482}
(gender(m)) --> (buy(378)), {C=0.003307071296566482}
(buy(379)) --> (gender(m)), {C=0.003307071296566482}
(gender(m)) --> (buy(379)), {C=0.003307071296566482}
(buy(380)) --> (gender(m)), {C=0.0028207372823655288}
(gender(m)) --> (buy(380)), {C=0.0028207372823655288}
(buy(381)) --> (gender(m)), {C=0.0026262036766851473}
(gender(m)) --> (buy(381)), {C=0.0026262036766851473}
(buy(382)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(382)), {C=0.0025289368738449568}
(buy(383)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(383)), {C=0.0025289368738449568}
(buy(384)) --> (gender(m)), {C=0.004279739324968388}
(gender(m)) --> (buy(384)), {C=0.004279739324968388}
(buy(385)) --> (gender(m)), {C=0.003112537690886101}
(gender(m)) --> (buy(385)), {C=0.003112537690886101}
(buy(386)) --> (gender(m)), {C=0.003112537690886101}
(gender(m)) --> (buy(386)), {C=0.003112537690886101}
(buy(388)) --> (gender(m)), {C=0.002723470479525338}
(gender(m)) --> (buy(388)), {C=0.002723470479525338}
(buy(389)) --> (gender(m)), {C=0.0028207372823655288}
(gender(m)) --> (buy(389)), {C=0.0028207372823655288}
(buy(390)) --> (gender(m)), {C=0.0035016049022468633}
(gender(m)) --> (buy(390)), {C=0.0035016049022468633}
(buy(391)) --> (gender(m)), {C=0.0028207372823655288}
(gender(m)) --> (buy(391)), {C=0.0028207372823655288}
(buy(392)) --> (gender(m)), {C=0.0028207372823655288}
(gender(m)) --> (buy(392)), {C=0.0028207372823655288}
(buy(393)) --> (gender(m)), {C=0.0028207372823655288}
(gender(m)) --> (buy(393)), {C=0.0028207372823655288}
(buy(394)) --> (gender(m)), {C=0.004377006127808579}
(gender(m)) --> (buy(394)), {C=0.004377006127808579}
(buy(395)) --> (gender(m)), {C=0.0029180040852057193}
(gender(m)) --> (buy(395)), {C=0.0029180040852057193}
(buy(396)) --> (gender(m)), {C=0.0024316700710047662}
(gender(m)) --> (buy(396)), {C=0.0024316700710047662}
(buy(397)) --> (gender(m)), {C=0.0023344032681645753}
(gender(m)) --> (buy(397)), {C=0.0023344032681645753}
(buy(398)) --> (gender(m)), {C=0.002723470479525338}
(gender(m)) --> (buy(398)), {C=0.002723470479525338}
(buy(399)) --> (gender(m)), {C=0.003307071296566482}
(gender(m)) --> (buy(399)), {C=0.003307071296566482}
(buy(400)) --> (gender(m)), {C=0.0036961385079272444}
(gender(m)) --> (buy(400)), {C=0.0036961385079272444}
(buy(401)) --> (gender(m)), {C=0.0020426028596440037}
(gender(m)) --> (buy(401)), {C=0.0020426028596440037}
(buy(402)) --> (gender(m)), {C=0.0026262036766851473}
(gender(m)) --> (buy(402)), {C=0.0026262036766851473}
(buy(403)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(403)), {C=0.0025289368738449568}
(buy(404)) --> (gender(m)), {C=0.004182472522128198}
(gender(m)) --> (buy(404)), {C=0.004182472522128198}
(buy(405)) --> (gender(m)), {C=0.0032098044937262913}
(gender(m)) --> (buy(405)), {C=0.0032098044937262913}
(buy(406)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(406)), {C=0.0025289368738449568}
(buy(407)) --> (gender(m)), {C=0.00301527088804591}
(gender(m)) --> (buy(407)), {C=0.00301527088804591}
(buy(408)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(408)), {C=0.0025289368738449568}
(buy(409)) --> (gender(m)), {C=0.0022371364653243847}
(gender(m)) --> (buy(409)), {C=0.0022371364653243847}
(buy(410)) --> (gender(m)), {C=0.0034043380994066724}
(gender(m)) --> (buy(410)), {C=0.0034043380994066724}
(buy(411)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(411)), {C=0.0025289368738449568}
(buy(412)) --> (gender(m)), {C=0.0028207372823655288}
(gender(m)) --> (buy(412)), {C=0.0028207372823655288}
(buy(413)) --> (gender(m)), {C=0.0035016049022468633}
(gender(m)) --> (buy(413)), {C=0.0035016049022468633}
(buy(414)) --> (gender(m)), {C=0.0034043380994066724}
(gender(m)) --> (buy(414)), {C=0.0034043380994066724}
(buy(415)) --> (gender(m)), {C=0.00301527088804591}
(gender(m)) --> (buy(415)), {C=0.00301527088804591}
(buy(416)) --> (gender(m)), {C=0.002723470479525338}
(gender(m)) --> (buy(416)), {C=0.002723470479525338}
(buy(417)) --> (gender(m)), {C=0.00301527088804591}
(gender(m)) --> (buy(417)), {C=0.00301527088804591}
(buy(418)) --> (gender(m)), {C=0.003112537690886101}
(gender(m)) --> (buy(418)), {C=0.003112537690886101}
(buy(419)) --> (gender(m)), {C=0.003307071296566482}
(gender(m)) --> (buy(419)), {C=0.003307071296566482}
(buy(420)) --> (gender(m)), {C=0.0029180040852057193}
(gender(m)) --> (buy(420)), {C=0.0029180040852057193}
(buy(421)) --> (gender(m)), {C=0.0028207372823655288}
(gender(m)) --> (buy(421)), {C=0.0028207372823655288}
(buy(422)) --> (gender(m)), {C=0.0023344032681645753}
(gender(m)) --> (buy(422)), {C=0.0023344032681645753}
(buy(423)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(423)), {C=0.0025289368738449568}
(buy(424)) --> (gender(m)), {C=0.002723470479525338}
(gender(m)) --> (buy(424)), {C=0.002723470479525338}
(buy(425)) --> (gender(m)), {C=0.0034043380994066724}
(gender(m)) --> (buy(425)), {C=0.0034043380994066724}
(buy(426)) --> (gender(m)), {C=0.003793405310767435}
(gender(m)) --> (buy(426)), {C=0.003793405310767435}
(buy(427)) --> (gender(m)), {C=0.0034043380994066724}
(gender(m)) --> (buy(427)), {C=0.0034043380994066724}
(buy(428)) --> (gender(m)), {C=0.003598871705087054}
(gender(m)) --> (buy(428)), {C=0.003598871705087054}
(buy(429)) --> (gender(m)), {C=0.0025289368738449568}
(gender(m)) --> (buy(429)), {C=0.0025289368738449568}
(buy(430)) --> (gender(m)), {C=0.0023344032681645753}
